domain_length,entropy,digit_ratio,subdomain_depth,ttl,unique_ip_count,query_rate,label
13,2.7773627950641693,0.0,2,2481,3,5.32,0
19,3.6163485660751644,0.15789473684210525,2,180,11,11.96,3
11,3.2776134368191157,0.09090909090909091,2,98,8,12.43,3
12,3.2516291673878226,0.0,1,122,3,9.03,1
20,3.3037016960573484,0.0,1,138,1,6.23,1
16,3.625,0.0,1,230,3,7.99,1
18,3.0441104177484006,0.7777777777777778,3,34,8,12.38,2
12,3.084962500721156,0.0,2,3542,2,5.69,0
20,3.4464393446710155,0.0,1,178,2,12.44,1
31,3.5632474239751413,0.0,1,253,1,9.57,1
17,3.572469458770135,0.11764705882352941,2,124,9,11.84,3
19,3.4058222502856905,0.0,1,1553,2,4.31,0
16,3.625,0.0,1,106,4,12.83,1
19,3.326360407952694,0.0,2,75,8,14.22,3
13,3.3927474104487847,0.15384615384615385,2,23,31,19.13,2
16,3.25,0.0,1,269,5,6.19,1
16,3.327819531114783,0.0,1,268,1,9.14,1
20,3.1219280948873624,0.0,1,106,1,12.06,1
15,3.640223928941852,0.0,1,161,1,9.51,1
18,3.7254805569978675,0.05555555555555555,2,146,5,9.49,3
19,3.326360407952694,0.7894736842105263,3,24,26,17.51,2
16,3.327819531114783,0.0,1,129,2,6.55,1
20,3.008694969562842,0.8,3,64,16,12.56,2
12,3.0220552088742005,0.0,1,1693,2,4.55,0
24,3.3868421881310113,0.0,1,266,2,11.93,1
14,3.521640636343318,0.0,1,1148,1,4.58,0
31,3.8371256496420143,0.0,1,167,3,7.32,1
20,3.2037016960573483,0.0,1,170,5,12.67,1
19,3.1813663288914587,0.7894736842105263,3,140,11,11.7,3
19,3.155565013329719,0.7894736842105263,3,139,8,7.04,3
12,3.2516291673878226,0.0,1,2927,2,4.98,0
12,3.4182958340544896,0.0,1,3426,1,5.82,0
17,3.4104172527605194,0.0,1,104,5,6.74,1
19,3.0503018554349817,0.7894736842105263,3,122,10,6.0,3
12,2.688721875540867,0.0,1,610,2,4.24,0
10,2.9219280948873623,0.2,2,37,14,23.92,2
13,3.0850551027564768,0.0,1,2297,2,1.78,0
21,2.7772628055933493,0.8095238095238095,3,62,33,13.6,2
14,3.1820058147602133,0.0,1,149,1,6.63,1
18,3.350209029099897,0.0,1,1537,2,1.77,0
13,3.3927474104487847,0.23076923076923078,2,73,33,24.88,2
40,4.527567157116929,0.2,1,243,3,6.48,1
16,3.077819531114783,0.0,1,260,3,6.69,1
12,3.2516291673878226,0.0,1,3125,1,3.18,0
21,2.9870900416203345,0.8095238095238095,3,97,11,14.7,3
20,2.8332062193464953,0.8,3,20,14,18.48,2
22,3.7544418457133455,0.13636363636363635,1,231,1,11.88,1
17,3.4548223999466057,0.0,1,1155,1,5.76,0
9,2.94770277922009,0.0,1,2558,1,1.45,0
13,2.931208948910323,0.0,1,272,2,8.3,1
13,3.546593564294939,0.0,1,133,4,10.82,1
12,3.4182958340544896,0.0,1,70,9,6.99,3
19,3.0105709342684834,0.7894736842105263,3,99,8,15.75,2
20,3.3841837197791893,0.0,1,201,3,10.23,1
15,3.240223928941852,0.0,1,2558,1,5.83,0
12,3.4182958340544896,0.0,1,188,1,7.94,1
19,3.6818808028034025,0.15789473684210525,2,63,10,7.71,3
19,3.826874881864638,0.42105263157894735,1,139,4,7.96,1
11,3.4594316186372973,0.0,1,164,3,6.05,1
17,3.4548223999466057,0.0,1,3219,3,1.26,0
19,3.155565013329719,0.7894736842105263,3,192,7,12.26,3
21,2.9277989702947855,0.8095238095238095,3,30,33,22.19,2
12,2.688721875540867,0.0,1,1533,1,2.29,0
20,2.908694969562842,0.8,3,167,8,13.24,3
18,3.5032583347756456,0.0,1,82,5,6.51,1
19,2.7808589355000475,0.7894736842105263,3,172,11,9.02,3
15,3.640223928941852,0.0,1,86,5,7.91,1
10,2.9219280948873623,0.1,2,48,38,20.44,2
15,2.2892464285091583,0.8,3,84,10,10.51,3
12,3.0220552088742005,0.0,1,2278,3,2.42,0
21,3.7256507561120937,0.09523809523809523,2,176,7,8.05,3
12,3.4182958340544896,0.3333333333333333,2,92,33,22.69,2
19,3.1813663288914587,0.7894736842105263,3,150,6,12.71,3
22,3.913977073182752,0.22727272727272727,1,229,4,6.01,1
10,3.3219280948873626,0.0,1,229,4,11.54,1
7,2.521640636343318,0.0,1,791,1,1.86,0
11,3.2776134368191157,0.0,1,179,2,12.82,1
21,3.916126946588284,0.42857142857142855,2,76,11,11.1,3
13,3.3927474104487847,0.0,1,120,5,7.54,1
6,2.2516291673878226,0.0,1,1773,2,2.92,0
9,2.725480556997868,0.0,1,1270,1,5.14,0
29,3.9262723741395074,0.10344827586206896,3,86,24,24.54,2
17,3.616874605956222,0.0,1,3007,3,5.72,0
20,3.284183719779189,0.0,1,147,5,12.11,1
19,3.1761102515172546,0.7894736842105263,3,70,15,13.78,2
11,3.095795255000934,0.0,1,968,3,1.35,0
20,3.8219280948873626,0.0,1,175,2,6.16,1
16,3.2806390622295662,0.75,3,110,10,9.83,3
20,3.008694969562842,0.8,3,182,5,13.93,3
17,2.933954578048174,0.0,1,168,1,9.28,1
18,3.266332639970623,0.7777777777777778,3,59,22,18.51,2
12,3.2516291673878226,0.0,1,744,1,2.82,0
9,2.725480556997868,0.0,1,3349,2,1.79,0
16,3.452819531114783,0.4375,1,229,5,7.29,1
16,3.625,0.125,1,258,1,8.53,1
12,3.2516291673878226,0.0,1,276,5,7.26,1
19,3.1813663288914587,0.7894736842105263,3,58,36,12.23,2
9,2.94770277922009,0.0,1,206,3,9.72,1
17,3.572469458770135,0.0,1,73,3,12.87,1
18,3.6835423624332306,0.0,1,276,2,8.35,1
15,3.139572261986723,0.0,1,1816,3,2.13,0
16,3.452819531114783,0.125,1,211,1,8.57,1
8,2.75,0.0,1,2196,3,2.56,0
21,3.9754180179138334,0.0,1,154,3,11.68,1
15,3.506890595608519,0.0,1,1190,2,1.2,0
20,3.6464393446710157,0.0,1,161,5,10.88,1
20,3.4464393446710155,0.8,3,45,32,14.77,2
14,3.3248629576173565,0.0,1,1240,3,1.72,0
18,3.8365916681089787,0.0,1,255,4,10.7,1
20,2.8016094970590277,0.8,3,67,5,11.56,3
16,3.625,0.0,1,98,2,9.0,1
17,3.572469458770135,0.0,1,792,3,1.11,0
21,2.8559049224696933,0.8095238095238095,3,61,11,11.7,3
20,3.1037016960573487,0.8,3,72,18,13.28,2
19,2.945038697540245,0.7894736842105263,3,112,30,19.07,2
13,3.3927474104487847,0.0,1,2729,2,3.95,0
15,3.506890595608519,0.0,1,99,2,6.37,1
19,3.6818808028034025,0.0,1,2344,1,3.53,0
20,3.784183719779189,0.0,1,212,5,11.8,1
19,3.0363722498302237,0.7894736842105263,3,62,21,23.28,2
19,3.721611723969901,0.0,1,255,3,12.99,1
12,2.221251836004466,0.75,3,195,5,5.13,3
20,3.8219280948873626,0.0,1,655,1,1.56,0
16,3.327819531114783,0.0,1,856,2,5.78,0
14,3.3248629576173565,0.0,1,72,4,10.3,1
6,2.584962500721156,0.0,1,2004,1,4.7,0
18,3.350209029099897,0.0,1,271,5,10.49,1
12,3.2516291673878226,0.0,1,1181,1,4.19,0
23,4.1757358691004915,0.17391304347826086,1,230,5,8.49,1
18,3.3921472236645345,0.0,1,2622,1,1.22,0
15,2.682588730501833,0.8,3,62,11,11.84,3
23,3.31163573949496,0.0,2,1434,3,4.14,0
18,2.7324637247241337,0.7777777777777778,3,81,4,10.18,3
22,3.73215889136457,0.36363636363636365,1,60,2,11.3,1
9,3.169925001442312,0.0,1,3590,1,1.97,0
9,2.94770277922009,0.0,1,1449,3,3.62,0
6,2.584962500721156,0.16666666666666666,1,53,23,17.83,2
17,3.381580488309163,0.0,2,84,8,7.12,3
9,3.169925001442312,0.0,1,2931,1,5.86,0
21,3.499227541723357,0.0,1,2423,2,4.86,0
26,3.690260390968384,0.0,1,2155,3,4.65,0
20,3.1037016960573487,0.0,1,254,5,7.85,1
13,3.0269868333592873,0.0,1,2034,1,4.26,0
19,3.5110854081804272,0.0,1,1375,3,5.23,0
16,3.5,0.0,1,300,2,11.74,1
27,4.384517131793098,0.14814814814814814,1,227,5,8.85,1
11,2.7321588913645702,0.0,1,856,1,3.46,0
6,2.2516291673878226,0.0,1,3586,3,1.46,0
12,3.584962500721156,0.08333333333333333,1,1494,2,1.56,0
21,3.2321018048454135,0.8095238095238095,3,95,11,18.51,2
18,3.614369445886757,0.0,1,97,2,8.62,1
20,2.9282129458410013,0.8,3,116,5,14.09,3
17,3.85216872360328,0.17647058823529413,2,188,5,11.74,3
12,3.2516291673878226,0.0,1,3561,3,1.73,0
16,3.75,0.125,2,78,8,14.33,3
11,3.2776134368191157,0.0,1,79,1,11.61,1
15,3.1898980954642875,0.0,1,2524,3,1.53,0
16,3.625,0.0,1,164,2,9.22,1
11,3.095795255000934,0.0,1,93,1,6.95,1
11,2.913977073182752,0.0,2,1172,1,3.64,0
22,3.913977073182752,0.36363636363636365,1,73,3,12.77,1
13,3.238901256602631,0.0,1,1237,2,3.94,0
22,3.8796640049025943,0.22727272727272727,1,155,1,8.7,1
23,3.795088586397732,0.0,1,276,4,10.46,1
15,3.456564762130954,0.0,1,3580,3,4.59,0
13,3.546593564294939,0.0,1,34,13,10.25,2
17,2.8221819586428722,0.7647058823529411,3,65,33,16.71,2
14,2.8423709931771084,0.7857142857142857,3,185,11,8.8,3
16,3.625,0.125,2,100,5,8.93,3
19,3.0105709342684834,0.7894736842105263,3,57,15,22.55,2
19,2.82584593404075,0.7894736842105263,3,120,4,9.61,3
20,3.408694969562842,0.0,1,188,4,12.62,1
11,3.2776134368191157,0.0,1,169,4,7.79,1
17,3.572469458770135,0.0,1,111,4,7.55,1
19,3.0105709342684834,0.7894736842105263,3,16,28,12.87,2
13,3.546593564294939,0.0,1,1925,1,5.13,0
19,3.0105709342684834,0.7894736842105263,3,188,8,14.58,3
16,3.375,0.0,1,218,2,12.39,1
38,4.185703093006736,0.10526315789473684,1,141,3,8.27,1
12,3.084962500721156,0.0,1,62,29,16.55,2
12,3.084962500721156,0.0,2,65,38,12.19,2
16,3.202819531114783,0.0,1,299,1,12.59,1
15,3.506890595608519,0.0,1,119,5,7.86,1
18,2.794653473544342,0.7777777777777778,3,19,9,23.86,2
12,3.2516291673878226,0.0,2,1149,3,3.43,0
13,2.5073801024236357,0.7692307692307693,3,180,5,10.34,3
15,3.506890595608519,0.0,1,251,3,11.96,1
18,3.0021722231837638,0.7777777777777778,3,78,18,13.85,2
10,3.3219280948873626,0.1,1,69,11,20.69,2
14,2.8423709931771084,0.0,1,3253,2,1.21,0
15,3.3735572622751855,0.0,1,140,4,12.12,1
19,3.0105709342684834,0.7894736842105263,3,114,10,23.79,2
16,3.5,0.0,2,187,11,7.78,3
19,3.9321380397593746,0.3684210526315789,1,294,3,10.0,1
15,3.3735572622751855,0.0,1,191,10,6.89,3
11,2.913977073182752,0.0,1,2945,1,2.56,0
11,3.095795255000934,0.09090909090909091,2,32,33,13.45,2
16,3.577819531114783,0.0,1,287,1,8.79,1
21,3.1961547809328676,0.0,1,234,3,10.86,1
6,2.584962500721156,0.3333333333333333,1,1000,2,3.48,0
11,3.2776134368191157,0.09090909090909091,2,94,39,18.9,2
16,3.452819531114783,0.0,1,122,2,12.3,1
14,3.3248629576173565,0.0,1,123,4,7.08,1
18,2.974937501201927,0.7777777777777778,3,151,6,14.83,3
24,4.001629167387823,0.125,2,93,36,11.77,2
12,3.2516291673878226,0.0,1,281,5,10.77,1
21,3.5537631144722455,0.0,1,1029,1,3.01,0
14,3.521640636343318,0.0,1,261,3,9.78,1
8,2.5,0.0,1,96,3,9.91,1
18,3.8365916681089787,0.05555555555555555,2,74,13,12.73,2
16,3.5,0.0,1,1057,3,2.95,0
20,2.7037016960573483,0.8,3,65,7,5.91,3
16,3.875,0.0,1,2244,2,1.25,0
18,3.0441104177484006,0.7777777777777778,3,35,24,21.76,2
14,3.1820058147602133,0.0,1,284,3,8.92,1
12,3.084962500721156,0.0,1,2632,2,4.49,0
16,3.625,0.0,1,2440,1,5.62,0
13,3.3927474104487847,0.0,1,894,1,4.73,0
16,3.375,0.0,1,75,2,9.81,1
20,3.3841837197791893,0.0,1,75,4,9.91,1
19,3.3660913291191923,0.7894736842105263,3,41,16,15.17,2
20,3.684183719779189,0.0,1,74,3,11.14,1
21,3.6537567082870015,0.0,1,63,4,8.02,1
25,3.7230741894285697,0.0,1,188,2,6.72,1
12,2.5220552088742005,0.0,1,3009,2,4.32,0
11,3.095795255000934,0.0,1,2545,2,3.46,0
20,3.8841837197791893,0.0,1,221,2,9.09,1
20,3.684183719779189,0.0,1,199,3,11.28,1
12,2.8553885422075336,0.75,3,121,10,11.81,3
20,2.984183719779189,0.0,1,126,1,11.96,1
19,3.721611723969901,0.0,1,270,3,7.91,1
13,3.238901256602631,0.0,1,2398,1,3.52,0
6,2.2516291673878226,0.5,1,3055,3,4.52,0
23,3.9148663038831,0.17391304347826086,2,100,39,15.74,2
6,2.584962500721156,0.16666666666666666,1,2979,2,5.36,0
17,3.29277019393699,0.0,1,2979,3,5.89,0
21,2.9697315665441306,0.8095238095238095,3,198,8,9.4,3
12,3.084962500721156,0.0,1,673,3,4.48,0
12,3.584962500721156,0.0,1,126,4,11.27,1
19,3.471354487013929,0.0,1,1903,3,2.91,0
19,3.2866294867861954,0.7894736842105263,3,98,11,7.38,3
12,3.2516291673878226,0.0,1,93,4,7.31,1
19,3.155565013329719,0.7894736842105263,3,153,10,12.4,3
15,3.506890595608519,0.0,1,3106,1,1.86,0
16,3.375,0.0,1,1793,1,4.12,0
27,4.134336113194451,0.25925925925925924,1,195,3,8.32,1
14,3.2359263506290326,0.0,2,2179,1,1.67,0
19,3.11583409216322,0.7894736842105263,3,39,12,20.24,2
19,2.8655768552072485,0.7894736842105263,3,67,33,11.76,2
18,2.557727778739319,0.7777777777777778,3,195,7,5.42,3
13,2.873140679513133,0.7692307692307693,3,116,11,8.71,3
19,3.997670276487613,0.15789473684210525,1,157,5,9.79,1
11,2.913977073182752,0.0,1,1839,1,4.7,0
15,3.506890595608519,0.0,1,239,4,10.74,1
20,3.1464393446710157,0.8,3,89,29,19.28,2
10,2.9219280948873623,0.0,1,1215,3,3.64,0
11,3.095795255000934,0.0,1,2404,3,4.67,0
10,3.3219280948873626,0.0,1,1961,3,4.73,0
19,2.970840013101985,0.7894736842105263,3,164,6,11.0,3
16,3.4056390622295662,0.0,1,242,1,11.22,1
19,3.721611723969901,0.15789473684210525,1,225,2,7.54,1
15,3.323231428797621,0.0,1,289,2,12.86,1
9,2.94770277922009,0.0,1,2514,2,4.4,0
20,2.965957320949175,0.8,3,39,38,21.13,2
20,3.3219280948873626,0.0,1,194,2,7.5,1
20,3.246439344671016,0.8,3,103,9,9.76,3
14,3.3787834934861753,0.0,2,2922,2,4.68,0
12,3.084962500721156,0.0,1,2098,2,3.23,0
14,3.1280852788913944,0.0,1,2176,2,3.02,0
12,3.084962500721156,0.0,1,88,2,9.76,1
19,3.0105709342684834,0.7894736842105263,3,83,12,15.7,2
18,3.03856233607563,0.7777777777777778,3,66,24,24.82,2
13,3.3927474104487847,0.07692307692307693,2,146,8,9.85,3
10,3.1219280948873624,0.0,1,2334,3,3.34,0
12,3.4182958340544896,0.0,1,2768,2,3.78,0
27,4.310443057719024,0.2222222222222222,1,212,1,8.31,1
15,3.456564762130954,0.0,1,1427,2,3.17,0
13,3.7004397181410926,0.0,1,1458,3,3.26,0
15,3.640223928941852,0.0,1,1107,2,3.35,0
18,3.1279868068776753,0.7777777777777778,3,91,8,16.23,2
12,3.2516291673878226,0.0,1,671,1,3.99,0
20,2.965957320949175,0.8,3,62,9,8.72,3
16,3.577819531114783,0.0,1,197,5,9.22,1
16,3.5,0.0,1,2755,2,2.65,0
18,3.3921472236645345,0.0,1,125,4,10.72,1
17,3.4992275471326924,0.0,1,89,5,10.62,1
20,3.246439344671016,0.8,3,24,20,13.36,2
19,3.2866294867861954,0.7894736842105263,3,98,4,9.74,3
12,3.4182958340544896,0.0,1,175,5,8.77,1
11,3.0271691184406184,0.0,1,3397,1,1.33,0
17,3.4548223999466057,0.0,1,2292,1,3.51,0
6,2.584962500721156,0.16666666666666666,1,1990,3,4.42,0
19,2.9053077763737467,0.7894736842105263,3,34,25,20.99,2
11,3.095795255000934,0.0,1,89,5,12.52,1
18,3.266332639970623,0.7777777777777778,3,119,8,24.11,2
18,2.974937501201927,0.7777777777777778,3,78,9,10.47,3
16,3.1556390622295662,0.0,1,3258,1,2.25,0
19,3.326360407952694,0.7894736842105263,3,118,6,12.25,3
19,3.1416354077249604,0.7894736842105263,3,70,36,10.02,2
17,3.7345216647797512,0.0,1,983,3,1.52,0
14,3.3248629576173565,0.0,1,187,4,11.54,3
12,2.8553885422075336,0.0,1,1848,2,5.59,0
8,3.0,0.0,1,213,5,9.44,1
18,2.6158045319402516,0.7777777777777778,3,164,4,7.98,3
13,3.3927474104487847,0.0,1,2308,1,5.26,0
19,3.431623565847431,0.0,2,3373,2,2.56,0
18,3.794653473544342,0.0,1,212,4,11.05,1
29,3.6335059949783672,0.0,1,256,1,10.82,1
10,2.6464393446710157,0.0,1,168,3,6.5,1
39,4.5161714496314795,0.15384615384615385,1,263,5,11.94,1
19,3.2866294867861954,0.7894736842105263,3,42,16,24.66,2
42,4.6420846845804995,0.2857142857142857,1,72,3,12.3,1
20,3.4219280948873627,0.1,2,66,16,21.73,2
19,3.326360407952694,0.0,1,1230,2,5.92,0
20,3.3464393446710154,0.8,3,86,5,10.42,3
31,3.450028875448466,0.0,1,183,1,8.01,1
20,3.308694969562842,0.8,3,109,11,14.22,3
21,3.1009166856947723,0.8095238095238095,3,75,29,13.84,2
20,3.246439344671016,0.8,3,110,6,12.66,3
7,2.2359263506290326,0.0,1,2781,2,4.07,0
22,3.8453509366224363,0.22727272727272727,1,103,1,11.3,1
17,3.101881223476018,0.7647058823529411,3,61,36,16.3,2
20,2.908694969562842,0.8,3,195,6,6.98,3
12,3.4182958340544896,0.0,1,2656,3,4.24,0
8,2.5,0.0,1,2106,3,4.5,0
13,3.334679141051595,0.0,1,2205,1,2.32,0
14,2.8423709931771084,0.0,1,1678,3,1.81,0
12,2.584962500721156,0.0,1,133,3,7.94,1
8,2.4056390622295662,0.125,1,1353,2,3.97,0
21,2.9870900416203345,0.8095238095238095,3,11,16,10.24,2
11,3.095795255000934,0.0,1,124,4,9.39,1
20,3.246439344671016,0.0,1,1985,1,1.52,0
21,3.6537567082870015,0.0,1,91,3,7.94,1
14,3.521640636343318,0.0,1,2025,3,2.99,0
12,3.2516291673878226,0.0,1,2130,1,2.04,0
13,3.546593564294939,0.0,1,98,1,7.92,1
15,3.640223928941852,0.0,1,127,5,11.75,1
28,4.208966082694623,0.0,1,178,5,7.58,1
19,2.82584593404075,0.7894736842105263,3,134,10,5.85,3
13,3.238901256602631,0.07692307692307693,1,966,3,4.45,0
14,2.556656707462823,0.7857142857142857,3,110,22,16.4,2
21,3.403989446485262,0.14285714285714285,2,82,35,12.46,2
10,3.1219280948873624,0.0,1,2686,3,3.69,0
7,2.8073549220576037,0.0,1,2888,1,3.22,0
18,3.8365916681089787,0.0,1,175,1,12.93,1
21,3.2321018048454135,0.8095238095238095,3,59,16,21.72,2
21,3.4399364703978077,0.0,1,270,4,9.33,1
23,4.0559581516151235,0.13043478260869565,1,114,3,11.36,1
20,3.0464393446710156,0.0,1,78,1,12.36,1
20,2.8282129458410017,0.8,3,39,30,22.38,2
20,3.2037016960573483,0.8,3,13,15,11.61,2
19,3.326360407952694,0.7894736842105263,3,102,11,10.57,3
9,2.94770277922009,0.0,1,1764,1,5.27,0
9,2.94770277922009,0.0,1,2108,2,4.74,0
11,3.095795255000934,0.2727272727272727,2,98,13,21.54,2
23,3.936180434129755,0.0,1,273,5,11.73,1
9,2.6416041678685938,0.0,1,3200,3,5.76,0
10,2.9219280948873623,0.0,1,2098,1,4.19,0
18,3.7254805569978675,0.05555555555555555,2,155,10,8.31,3
22,3.8796640049025943,0.18181818181818182,1,257,4,6.1,1
16,3.25,0.0,1,697,1,3.09,0
16,3.625,0.1875,2,84,7,13.82,3
11,3.0271691184406184,0.0,1,145,3,10.81,1
10,3.1219280948873624,0.0,1,2798,2,4.18,0
19,3.11583409216322,0.7894736842105263,3,85,11,13.94,3
19,3.155565013329719,0.7894736842105263,3,183,11,11.34,3
17,3.29277019393699,0.7647058823529411,3,98,11,13.24,3
21,4.106603137064474,0.0,1,74,2,11.13,1
20,3.2037016960573483,0.8,3,62,11,8.73,3
19,3.5110854081804272,0.0,1,215,1,7.2,1
20,2.9282129458410013,0.8,3,124,6,12.6,3
13,3.180832987205441,0.0,1,1301,2,2.44,0
9,2.725480556997868,0.3333333333333333,2,75,32,11.81,2
16,3.625,0.0,1,1249,2,5.58,0
20,3.6219280948873624,0.0,1,102,5,10.11,1
19,3.9321380397593746,0.0,1,127,2,11.92,1
13,2.931208948910323,0.0,1,1415,2,2.23,0
7,2.8073549220576037,0.0,1,1481,1,3.06,0
16,3.75,0.0,1,110,4,7.97,1
13,3.334679141051595,0.0,1,1346,2,3.28,0
20,3.784183719779189,0.0,2,2039,2,5.54,0
27,4.208410187268525,0.2222222222222222,1,69,5,9.85,1
27,4.310443057719024,0.2222222222222222,1,126,5,12.71,1
12,3.2516291673878226,0.0,1,1676,3,1.89,0
21,3.820888851350189,0.0,1,88,5,9.8,1
20,3.9219280948873627,0.0,1,237,2,9.18,1
13,3.180832987205441,0.0,1,2990,2,3.11,0
10,3.1219280948873624,0.0,1,1005,1,3.54,0
16,3.375,0.0625,2,26,37,22.77,2
21,2.701375755906049,0.8095238095238095,3,10,39,23.09,2
6,1.9182958340544896,0.0,1,1681,3,4.12,0
29,3.7193758224153695,0.0,1,119,4,11.94,1
16,3.625,0.25,2,96,30,18.0,2
9,2.725480556997868,0.1111111111111111,1,3547,2,4.88,0
16,3.75,0.1875,1,120,3,10.74,1
13,3.546593564294939,0.0,1,64,1,9.73,1
12,2.188721875540867,0.75,3,99,6,11.21,3
20,3.1709505944546685,0.8,3,70,26,11.28,2
21,3.3087513512471665,0.8095238095238095,3,112,10,20.63,2
20,3.1709505944546685,0.8,3,155,7,6.08,3
14,3.6644977792004614,0.07142857142857142,1,694,3,4.68,0
21,3.1009166856947723,0.8095238095238095,3,94,37,18.34,2
14,3.3787834934861753,0.0,1,2509,3,1.65,0
19,3.0105709342684834,0.7894736842105263,3,62,37,20.75,2
20,3.7219280948873625,0.0,1,290,5,8.85,1
13,3.3927474104487847,0.0,1,288,1,9.65,1
16,3.5,0.0,1,1445,2,3.8,0
12,3.0220552088742005,0.0,1,2244,1,5.78,0
22,3.2312702546075758,0.0,1,227,5,12.63,1
22,3.6635327548042547,0.0,1,252,4,6.1,1
11,3.095795255000934,0.09090909090909091,1,2862,1,2.14,0
13,3.3927474104487847,0.23076923076923078,2,40,23,12.49,2
15,2.5492553971685,0.8,3,121,8,7.5,3
19,3.787143960698139,0.0,1,85,1,8.07,1
18,3.4193819456463714,0.16666666666666666,2,143,7,7.1,3
23,4.0559581516151235,0.0,1,225,2,12.36,1
20,3.008694969562842,0.8,3,21,12,20.48,2
16,3.375,0.0,1,117,1,7.22,1
11,2.8453509366224368,0.0,1,102,3,10.16,1
19,2.734512381750771,0.7894736842105263,3,63,9,11.43,3
13,3.334679141051595,0.0,1,102,1,12.05,1
11,2.6635327548042547,0.0,2,77,39,11.97,2
13,3.3927474104487847,0.0,1,1360,3,4.3,0
23,3.468576629687865,0.0,1,174,3,9.85,1
10,2.721928094887362,0.0,1,3173,1,2.05,0
19,3.0105709342684834,0.7894736842105263,3,188,6,5.84,3
11,3.2776134368191157,0.0,1,83,2,10.63,1
16,3.1556390622295662,0.75,3,115,10,10.33,3
17,2.9398290174664017,0.7647058823529411,3,94,32,21.38,2
20,3.246439344671016,0.8,3,69,7,9.85,3
19,3.070847093622518,0.7894736842105263,3,66,4,14.17,3
14,3.3787834934861753,0.0,1,267,3,11.74,1
11,3.2776134368191157,0.0,1,1660,2,2.72,0
15,3.323231428797621,0.0,1,258,3,8.2,1
10,3.1219280948873624,0.0,1,146,4,7.16,1
24,3.1572682296173893,0.0,1,226,2,9.55,1
20,3.1709505944546685,0.8,3,131,9,6.39,3
17,3.286895754518762,0.0,1,1857,1,1.13,0
29,3.3485176326855948,0.0,1,144,5,10.83,1
19,3.2866294867861954,0.7894736842105263,3,32,23,18.08,2
22,3.970573095811685,0.09090909090909091,1,87,3,9.83,1
16,3.5,0.0,1,3190,2,3.0,0
15,3.3735572622751855,0.0,1,3331,1,2.16,0
18,3.155221528859512,0.7777777777777778,3,162,6,11.95,3
14,3.4677201004744993,0.0,1,167,1,9.16,1
10,2.9219280948873623,0.0,1,53,10,16.22,2
17,2.777776811456786,0.7647058823529411,3,183,4,14.96,3
41,4.357075175138721,0.24390243902439024,1,71,3,9.95,1
16,3.25,0.0,1,293,2,8.06,1
23,4.001822825622231,0.0,1,97,4,10.21,1
20,2.984183719779189,0.8,3,44,29,24.41,2
14,3.521640636343318,0.0,1,2834,1,1.57,0
25,3.0594705707972523,0.0,1,96,2,12.61,1
16,3.702819531114783,0.0,1,226,2,12.72,1
17,3.616874605956222,0.058823529411764705,2,197,6,14.91,3
20,3.0709505944546684,0.8,3,191,5,14.82,3
19,3.0363722498302237,0.7894736842105263,3,112,10,7.68,3
8,2.5,0.0,1,1626,2,1.22,0
11,3.2776134368191157,0.0,1,667,1,5.77,0
20,3.521928094887363,0.0,2,45,30,19.72,2
12,3.084962500721156,0.08333333333333333,2,99,7,7.24,3
10,3.1219280948873624,0.0,1,2523,2,1.39,0
12,3.2516291673878226,0.0,1,2227,1,5.9,0
11,3.095795255000934,0.0,1,612,2,4.05,0
19,2.925853014561283,0.7894736842105263,3,54,25,23.74,2
19,3.1813663288914587,0.7894736842105263,3,31,19,10.01,2
14,3.3248629576173565,0.0,1,136,5,9.54,1
12,2.688721875540867,0.75,3,169,9,9.13,3
13,3.238901256602631,0.0,1,226,3,7.7,1
20,3.6464393446710157,0.0,1,123,2,10.33,1
19,3.5368867237421675,0.0,1,245,5,7.76,1
15,3.139572261986723,0.0,1,2384,1,5.87,0
17,3.572469458770135,0.0,1,130,5,8.79,1
13,3.3927474104487847,0.23076923076923078,2,148,11,12.41,3
17,3.616874605956222,0.17647058823529413,2,177,10,8.14,3
19,3.5368867237421675,0.0,1,1666,3,4.58,0
19,3.2608281712244556,0.7894736842105263,3,33,23,24.3,2
11,3.095795255000934,0.2727272727272727,2,148,9,10.1,3
11,2.8453509366224368,0.0,1,2853,1,1.79,0
16,2.7806390622295662,0.75,3,57,17,11.69,2
20,3.6219280948873624,0.15,2,34,27,16.16,2
12,3.2516291673878226,0.0,1,173,3,7.54,1
15,3.3735572622751855,0.0,1,1005,2,3.41,0
21,3.9754180179138334,0.0,1,159,4,12.88,1
19,2.6550505394177746,0.7894736842105263,3,11,36,10.13,2
20,3.1086949695628423,0.8,3,58,32,12.54,2
22,3.572623663895164,0.09090909090909091,1,199,1,9.07,1
21,3.820888851350189,0.0,1,167,5,9.89,1
8,3.0,0.25,1,1021,1,1.23,0
11,3.2776134368191157,0.0,1,207,4,12.93,1
17,3.1307179879273743,0.0,1,65,4,7.38,1
10,3.3219280948873626,0.0,1,1116,3,2.39,0
21,3.7849418274376427,0.0,1,122,4,8.71,1
20,3.784183719779189,0.0,1,102,2,8.93,1
10,3.3219280948873626,0.0,1,2162,2,1.39,0
13,3.3927474104487847,0.0,1,1397,1,1.96,0
15,2.923231428797621,0.7333333333333333,3,102,10,20.87,2
16,3.625,0.0,1,3506,2,5.72,0
12,3.188721875540867,0.0,1,227,3,7.78,1
12,3.084962500721156,0.0,1,1051,2,3.97,0
